date	twee_rel	vier_rel	vijf_rel	tien_rel
1893-12-31	0.13793103448275862	0.034482758620689655	0.0	0.06896551724137931
1894-12-31	0.1111111111111111	0.0	0.0	0.0
1895-12-31	0.021739130434782608	0.021739130434782608	0.043478260869565216	0.0
1896-12-31	0.053763440860215055	0.0	0.021505376344086023	0.03225806451612903
1897-12-31	0.0446927374301676	0.00558659217877095	0.0223463687150838	0.05027932960893855
1898-12-31	0.04310344827586207	0.02586206896551724	0.034482758620689655	0.034482758620689655
1899-12-31	0.03636363636363636	0.05454545454545454	0.01818181818181818	0.01818181818181818
1900-12-31	0.05555555555555555	0.027777777777777776	0.0	0.027777777777777776
1901-12-31	0.05405405405405406	0.0	0.02702702702702703	0.0
1902-12-31	0.030612244897959183	0.02040816326530612	0.0	0.01020408163265306
1903-12-31	0.0	0.017857142857142856	0.0	0.05357142857142857
1904-12-31	0.0	0.03333333333333333	0.0	0.03333333333333333
1905-12-31	0.0	0.0	0.0	0.07142857142857142
1906-12-31	0.05128205128205128	0.0	0.0	0.0
1907-12-31	0.05084745762711865	0.01694915254237288	0.0	0.06779661016949153
1908-12-31	0.19047619047619047	0.0	0.047619047619047616	0.031746031746031744
1909-12-31	0.0	0.02857142857142857	0.08571428571428572	0.02857142857142857
1910-12-31	0.027777777777777776	0.0	0.027777777777777776	0.027777777777777776
1911-12-31	0.034482758620689655	0.0	0.0	0.06896551724137931
1912-12-31	0.05084745762711865	0.06779661016949153	0.0	0.1016949152542373
1913-12-31	0.09090909090909091	0.03409090909090909	0.011363636363636364	0.03409090909090909
1914-12-31	0.043478260869565216	0.0	0.043478260869565216	0.0
1915-12-31	0.06315789473684211	0.0	0.021052631578947368	0.042105263157894736
1916-12-31	0.0945945945945946	0.0	0.013513513513513514	0.013513513513513514
1917-12-31	0.07526881720430108	0.010752688172043012	0.0	0.06451612903225806
1918-12-31	0.11864406779661017	0.05084745762711865	0.03389830508474576	0.05084745762711865
1919-12-31	0.04081632653061224	0.02040816326530612	0.01020408163265306	0.05102040816326531
1920-12-31	0.035398230088495575	0.017699115044247787	0.035398230088495575	0.04424778761061947
1921-12-31	0.04854368932038835	0.019417475728155338	0.009708737864077669	0.009708737864077669
1922-12-31	0.02531645569620253	0.012658227848101266	0.0379746835443038	0.0379746835443038
1923-12-31	0.057971014492753624	0.0	0.0	0.07246376811594203
1924-12-31	0.07317073170731707	0.018292682926829267	0.024390243902439025	0.04878048780487805
1925-12-31	0.04938271604938271	0.024691358024691357	0.0	0.037037037037037035
1926-12-31	0.08571428571428572	0.02857142857142857	0.02142857142857143	0.02857142857142857
1927-12-31	0.05	0.0	0.03571428571428571	0.07142857142857142
1928-12-31	0.0859375	0.015625	0.0390625	0.0546875
1929-12-31	0.038461538461538464	0.0	0.0	0.0
1930-12-31	0.06299212598425197	0.011811023622047244	0.015748031496062992	0.051181102362204724
1931-12-31	0.04861111111111111	0.010416666666666666	0.024305555555555556	0.052083333333333336
1932-12-31	0.08143322475570032	0.029315960912052116	0.03257328990228013	0.05537459283387622
1933-12-31	0.05750798722044728	0.02875399361022364	0.003194888178913738	0.05750798722044728
1934-12-31	0.07341772151898734	0.015189873417721518	0.015189873417721518	0.060759493670886074
1935-12-31	0.07224334600760456	0.030418250950570342	0.015209125475285171	0.06463878326996197
1936-12-31	0.07530120481927711	0.015060240963855422	0.02108433734939759	0.04216867469879518
1937-12-31	0.037142857142857144	0.017142857142857144	0.04	0.05714285714285714
1938-12-31	0.05154639175257732	0.0288659793814433	0.02268041237113402	0.049484536082474224
1939-12-31	0.06635071090047394	0.018957345971563982	0.02843601895734597	0.06635071090047394
1940-12-31	0.061371841155234655	0.01444043321299639	0.018050541516245487	0.061371841155234655
1941-12-31	0.06896551724137931	0.013793103448275862	0.013793103448275862	0.06896551724137931
1942-12-31	0.1232876712328767	0.0410958904109589	0.0136986301369863	0.0684931506849315
1943-12-31	0.07692307692307693	0.057692307692307696	0.0	0.17307692307692307
1944-12-31	0.02702702702702703	0.05405405405405406	0.02702702702702703	0.08108108108108109
1945-12-31	0.0	0.0	0.0	0.0
1946-12-31				
1947-12-31				
1948-12-31				
1949-12-31	0.12	0.02	0.0	0.1
1950-12-31	0.10743801652892562	0.008264462809917356	0.049586776859504134	0.05785123966942149
1951-12-31	0.08108108108108109	0.013513513513513514	0.06756756756756757	0.04054054054054054
1952-12-31	0.13	0.0	0.03	0.07
1953-12-31	0.0970873786407767	0.02912621359223301	0.024271844660194174	0.019417475728155338
1954-12-31	0.06372549019607843	0.024509803921568627	0.004901960784313725	0.058823529411764705
1955-12-31	0.08762886597938144	0.030927835051546393	0.041237113402061855	0.08762886597938144
1956-12-31	0.04455445544554455	0.039603960396039604	0.04950495049504951	0.0594059405940594
1957-12-31	0.13089005235602094	0.031413612565445025	0.031413612565445025	0.05235602094240838
1958-12-31	0.11020408163265306	0.02857142857142857	0.02040816326530612	0.05714285714285714
1959-12-31	0.12274368231046931	0.021660649819494584	0.04693140794223827	0.06859205776173286
1960-12-31	0.109717868338558	0.034482758620689655	0.03134796238244514	0.07836990595611286
1961-12-31	0.08791208791208792	0.06227106227106227	0.029304029304029304	0.07326007326007326
1962-12-31	0.1219047619047619	0.0380952380952381	0.04	0.05523809523809524
1963-12-31	0.09728506787330317	0.03167420814479638	0.01809954751131222	0.05429864253393665
1964-12-31	0.14444444444444443	0.06666666666666667	0.018518518518518517	0.06666666666666667
1965-12-31	0.10622710622710622	0.03296703296703297	0.02564102564102564	0.06593406593406594
1966-12-31	0.0944055944055944	0.038461538461538464	0.03496503496503497	0.09090909090909091
1967-12-31	0.1519434628975265	0.024734982332155476	0.028268551236749116	0.0706713780918728
1968-12-31	0.11011904761904762	0.05952380952380952	0.020833333333333332	0.09523809523809523
1969-12-31	0.10948905109489052	0.026277372262773723	0.032116788321167884	0.07883211678832117
1970-12-31	0.1263001485884101	0.041604754829123326	0.03566121842496285	0.06686478454680535
1971-12-31	0.11875	0.0296875	0.0296875	0.0921875
1972-12-31	0.13872832369942195	0.05346820809248555	0.03468208092485549	0.06647398843930635
1973-12-31	0.13138686131386862	0.043795620437956206	0.033576642335766425	0.06861313868613139
1974-12-31	0.10885341074020319	0.055152394775036286	0.033381712626995644	0.06676342525399129
1975-12-31	0.14496644295302014	0.04161073825503356	0.0348993288590604	0.08322147651006712
1976-12-31	0.15948275862068967	0.06752873563218391	0.04454022988505747	0.07183908045977011
