date	twee_pertrigrams	drie_pertrigrams	vier_pertrigrams	vijf_pertrigrams	zes_pertrigrams	zeven_pertrigrams	acht_pertrigrams	negen_pertrigrams	tien_pertrigrams	elf_pertrigrams	twaalf_pertrigrams	dertien_pertrigrams	veertien_pertrigrams	vijftien_pertrigrams	zestien_pertrigrams	zeventien_pertrigrams	achttien_pertrigrams	negentien_pertrigrams	twintig_pertrigrams	dertig_pertrigrams	veertig_pertrigrams	vijftig_pertrigrams	zestig_pertrigrams	zeventig_pertrigrams	tachtig_pertrigrams	negentig_pertrigrams	honderd_pertrigrams	honderdtien_pertrigrams	honderdtwintig_pertrigrams	honderddertig_pertrigrams	honderdveertig_pertrigrams	honderdvijftig_pertrigrams	honderdzestig_pertrigrams	honderdzeventig_pertrigrams	honderdtachtig_pertrigrams	honderdnegentig_pertrigrams	tweehonderd_pertrigrams
1903-12-31	7.12786317353852e-07	0.0	7.12786317353852e-07	0.0	0.0	0.0	1.425572634707704e-06	7.12786317353852e-07	2.1383589520615563e-06	0.0	7.12786317353852e-07	0.0	0.0	0.0	0.0	0.0	7.12786317353852e-07	0.0	1.425572634707704e-06	7.12786317353852e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.425572634707704e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.12786317353852e-07
1904-12-31	0.0	0.0	9.530735191381928e-07	0.0	9.530735191381928e-07	0.0	0.0	0.0	9.530735191381928e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.530735191381928e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1905-12-31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8140951565473416e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1906-12-31	2.311601581597802e-06	1.155800790798901e-06	0.0	1.155800790798901e-06	1.155800790798901e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.311601581597802e-06	1.155800790798901e-06	1.155800790798901e-06	1.155800790798901e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1907-12-31	1.9547272145593297e-06	0.0	6.515757381864432e-07	0.0	0.0	0.0	0.0	0.0	2.6063029527457728e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3031514763728864e-06	6.515757381864432e-07	1.3031514763728864e-06	0.0	0.0	0.0	0.0	0.0	6.515757381864432e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1908-12-31	1.1696306306468418e-05	1.7994317394566796e-06	0.0	3.5988634789133593e-06	8.997158697283398e-07	0.0	0.0	0.0	1.7994317394566796e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.997158697283398e-07	0.0	0.0	8.997158697283398e-07	0.0	0.0	0.0	0.0	8.997158697283398e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.997158697283398e-07
1909-12-31	0.0	0.0	1.2401577976781766e-06	3.72047339303453e-06	1.2401577976781766e-06	1.2401577976781766e-06	0.0	0.0	1.2401577976781766e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1910-12-31	7.476149214966952e-07	2.990459685986781e-06	0.0	7.476149214966952e-07	0.0	0.0	0.0	0.0	7.476149214966952e-07	0.0	7.476149214966952e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1911-12-31	8.53322410806475e-07	0.0	0.0	0.0	0.0	0.0	0.0	8.53322410806475e-07	1.70664482161295e-06	0.0	8.53322410806475e-07	0.0	8.53322410806475e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.53322410806475e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1912-12-31	1.9949156250436387e-06	1.3299437500290925e-06	2.659887500058185e-06	1.3299437500290925e-06	0.0	0.0	1.3299437500290925e-06	0.0	3.989831250087277e-06	0.0	6.649718750145462e-07	0.0	0.0	1.3299437500290925e-06	0.0	0.0	0.0	0.0	6.649718750145462e-07	6.649718750145462e-07	0.0	0.0	0.0	0.0	0.0	0.0	6.649718750145462e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1913-12-31	4.690596526613272e-06	1.758973697479977e-06	1.758973697479977e-06	1.172649131653318e-06	0.0	0.0	5.86324565826659e-07	0.0	1.758973697479977e-06	1.172649131653318e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.758973697479977e-06	5.86324565826659e-07	0.0	5.86324565826659e-07	0.0	0.0	0.0	0.0	1.758973697479977e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1914-12-31	1.1004865250927436e-06	0.0	0.0	1.1004865250927436e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1004865250927436e-06	1.1004865250927436e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.1004865250927436e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1915-12-31	4.534458483631738e-06	1.700421931361902e-06	0.0	3.967651173177771e-06	5.668073104539673e-07	0.0	0.0	5.668073104539673e-07	2.267229241815869e-06	0.0	5.668073104539673e-07	0.0	0.0	1.700421931361902e-06	0.0	0.0	0.0	0.0	5.668073104539673e-07	5.668073104539673e-07	0.0	1.1336146209079345e-06	0.0	0.0	0.0	0.0	2.267229241815869e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1336146209079345e-06
1916-12-31	4.094364575089769e-06	0.0	0.0	1.7547276750384725e-06	5.849092250128241e-07	0.0	5.849092250128241e-07	0.0	5.849092250128241e-07	0.0	5.849092250128241e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.849092250128241e-07	1.1698184500256482e-06	5.849092250128241e-07	1.1698184500256482e-06	5.849092250128241e-07	0.0	0.0	0.0	1.1698184500256482e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1917-12-31	3.989067675102975e-06	3.989067675102975e-06	5.698668107289964e-07	1.1397336214579928e-06	0.0	0.0	0.0	0.0	3.4192008643739786e-06	1.1397336214579928e-06	0.0	0.0	0.0	1.1397336214579928e-06	0.0	0.0	0.0	0.0	1.1397336214579928e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.698668107289964e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1918-12-31	6.762990981068456e-06	0.0	2.8984247061721956e-06	1.9322831374481302e-06	1.9322831374481302e-06	0.0	0.0	9.661415687240651e-07	2.8984247061721956e-06	0.0	0.0	0.0	0.0	0.0	9.661415687240651e-07	0.0	0.0	0.0	1.9322831374481302e-06	9.661415687240651e-07	0.0	0.0	0.0	0.0	0.0	0.0	9.661415687240651e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1919-12-31	2.2584487438282243e-06	9.033794975312897e-07	9.033794975312897e-07	4.5168974876564486e-07	4.5168974876564486e-07	9.033794975312897e-07	4.5168974876564486e-07	0.0	2.2584487438282243e-06	0.0	4.5168974876564486e-07	0.0	9.033794975312897e-07	0.0	0.0	0.0	4.5168974876564486e-07	0.0	2.710138492593869e-06	9.033794975312897e-07	4.5168974876564486e-07	0.0	0.0	4.5168974876564486e-07	0.0	0.0	9.033794975312897e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5168974876564486e-07
